K_z,H_z,EF_lat,EF,K_cs,K_ci,K_ml,H_cs,H_ci,H_ml,kpa,T_p,G_a,V,b,dip,D2,d_rad
1,1,1,30,3.0,2.5,3.5,3.e-6,3.e-6,3.e-6,1.e-6,1.3e3,4.e-4,6.5e4,1.0,20.0,3.0,0.0
